Algorithm,World,Trial,Total_Time,Path_Length,Deviation_From_Straight,Avg_Velocity,Path_Efficiency,Navigation_Metric,Collision,Recovery_Count,My_Recovery_Count,Avg_Computation_Time,Path_Smoothness,Min_Clearance,Max_Path_Deviation,Control_Effort,Path_Curvature,Avg_Jerk,Path_Overlap
sac,110,1,0.01,0.0,0.0,0.0,0.0,0.2102,0,0,0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0
sac,111,1,150.01,2.89,0.345,0.02,2.897,0.0,0,0,60,0.0,1377.619,-1,1.478,124.16,51519318176.268,1844322.883,2674
sac,112,1,0.01,0.0,0.68,239.98,1.47,0.125,0,0,0,0.0,47.022,-1,0.0,4558.894,369675.021,1160058464.848,0
sac,113,1,0.04,0.0,0.0,0.0,0.0,0.1652,0,0,0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0
sac,114,1,0.09,0.0,0.02,0.44,50.732,0.1963,0,0,0,0.0,0.006,-1,0.0,10.637,0.758,779990.29,0
sac,115,1,7.64,3.13,0.671,0.41,1.49,0.125,0,0,0,0.0,40.92,-1,0.583,686.883,8089434.119,31706710.008,38
sac,116,1,0.04,0.0,0.0,0.0,0.0,0.2438,0,0,0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0
sac,117,1,0.09,0.0,0.003,0.23,373.365,0.0,0,0,0,0.0,0.0,-1,0.0,574.468,0.809,89695674.888,0
sac,118,1,0.08,0.0,0.01,0.25,100.838,0.2165,0,0,0,0.0,0.0,-1,0.0,0.197,0.003,34033.978,0
sac,119,1,0.01,0.0,0.0,0.0,0.0,0.1829,0,0,0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0
sac,120,1,0.04,0.0,0.01,0.49,100.706,0.1739,0,0,0,0.0,0.0,-1,0.0,26.029,0.388,3089980.333,0
sac,121,1,0.07,0.0,0.015,0.42,67.398,0.2474,0,0,0,0.0,0.001,-1,0.0,1.629,0.077,16693.239,0
sac,122,1,0.07,0.0,0.02,0.59,50.899,0.1921,0,0,0,0.0,0.002,-1,0.0,10.572,0.252,1327600.365,0
sac,123,1,0.04,0.0,0.0,0.0,0.0,0.1455,0,0,0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0
sac,124,1,5.82,2.81,0.588,0.48,1.702,0.1252,0,0,0,0.0,0.606,-1,0.105,26.839,60.672,2871360.596,4
sac,125,1,0.08,0.0,0.015,0.39,68.649,0.1861,0,0,0,0.0,0.0,-1,0.0,23.105,0.009,2948729.455,0
sac,126,1,0.0,0.0,0.0,0.0,0.0,0.125,0,0,0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0
sac,127,1,0.04,0.0,0.005,0.28,200.464,0.2161,0,0,0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0
sac,128,1,15.92,4.85,0.956,0.3,1.046,0.125,0,0,0,0.0,418.45,-1,0.285,1432.752,518370519.033,82547738.617,361
sac,129,1,0.1,0.0,0.024,0.52,40.903,0.2399,0,0,0,0.0,0.0,-1,0.0,10.765,0.004,955409.411,0
sac,130,1,0.76,0.36,0.153,0.47,6.537,0.125,0,0,0,0.0,0.005,-1,0.005,1.899,0.467,101557.509,0
sac,131,1,0.0,0.0,0.005,2.64,211.009,0.2665,0,0,0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0
sac,132,1,0.03,0.0,0.0,0.0,0.0,0.1767,0,0,0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0
sac,133,1,0.02,0.0,0.005,0.45,200.167,0.125,0,0,0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0
